run_id,experiment_id,model_family_id,architecture,alignment_strategy,training_mode,seed,random_partition_id,random_family,config_path,config_sha256,evidence_node,output_dir,status,execution_index,within_seed_position
V3-E__A_unrestricted_random-08__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-08,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-08,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-08__seed_99.yaml,446d10fe99ea60b2495f593f7de9a19a9ec1dab53c3df975267db7ccc9b6e61a,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-08__seed_99,planned,265,13
V3-E__A_unrestricted_random-09__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-09,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-09,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-09__seed_99.yaml,806cac4467edc2d4ffcc65d3ccfa9e933d434a6b282084bc3c6e1906a2057751,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-09__seed_99,planned,266,14
V3-E__A_unrestricted_random-10__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-10,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-10,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-10__seed_99.yaml,e975440cfde94989d7a475b75aa4f97e7c51e9b1765c6208eb007329a274d9a9,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-10__seed_99,planned,267,15
V3-E__A_unrestricted_random-11__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-11,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-11,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-11__seed_99.yaml,19bbb47de40858b43a97679af7d026cbd9a0b61f4fc7816fc415691de3b42f3b,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-11__seed_99,planned,268,16
V3-E__A_unrestricted_random-12__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-12,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-12,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-12__seed_99.yaml,b0b953fcd8f55f761de290940d54fccd302196771d83617a0dc24df2cf30374b,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-12__seed_99,planned,269,17
V3-E__A_unrestricted_random-13__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-13,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-13,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-13__seed_99.yaml,50317f071d8a617ec12c410d01fd3aec3e84e2c2b0a392a2082b20c6a509aa68,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-13__seed_99,planned,270,18
V3-E__A_unrestricted_random-14__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-14,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-14,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-14__seed_99.yaml,e2984c5b5fc720dc78fae2167b70e5cf4f7d892ec9ce20e24f946d45ce34aef2,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-14__seed_99,planned,271,19
V3-E__A_unrestricted_random-15__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-15,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-15,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-15__seed_99.yaml,39b204cb0184836fb17a906d862cc96017b1f54c297dcf2dbf55a4a6bf0cbacf,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-15__seed_99,planned,272,20
V3-E__A_unrestricted_random-16__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-16,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-16,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-16__seed_99.yaml,4590022d494d89859369060ea71dc2d32619c6485c46d9345a9272f43c7031f7,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-16__seed_99,planned,273,21
V3-E__A_unrestricted_random-17__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-17,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-17,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-17__seed_99.yaml,a6f0c6ffa6903ed48ebe26326bf797f75918f2e893a41e18306d3aec117e2a76,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-17__seed_99,planned,274,22
V3-E__A_unrestricted_random-18__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-18,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-18,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-18__seed_99.yaml,146b39da5f3a5f050c4384fe07b26e065dde3393a7553b2f2d865c1d81bd180f,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-18__seed_99,planned,275,23
V3-E__A_unrestricted_random-19__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-19,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-19,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-19__seed_99.yaml,8d8c455e3704e833d0e41ba1f21088c30e0a844d7086c0d1b8de4e3c2f425b06,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-19__seed_99,planned,276,24
V3-E__B_variance_matched-01__seed_99,V3-E3-RANDOM,E__B_variance_matched-01,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-01,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-01__seed_99.yaml,5fa885432a996f3146d9e968dc16472ad1c9a0e11166c5faa1205caaf30f958f,E3.3,experiments/v3_results/V3-E__B_variance_matched-01__seed_99,planned,277,25
V3-E__B_variance_matched-02__seed_99,V3-E3-RANDOM,E__B_variance_matched-02,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-02,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-02__seed_99.yaml,215ec1b1be42a920b019ef33a35e19b61da496d1435513c53d37f86a527f5df7,E3.3,experiments/v3_results/V3-E__B_variance_matched-02__seed_99,planned,278,26
V3-E__B_variance_matched-03__seed_99,V3-E3-RANDOM,E__B_variance_matched-03,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-03,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-03__seed_99.yaml,c2dd21fd0c77e1e3acd7aa407ef8869937b0aacc41b41e3fef51e7a124661d85,E3.3,experiments/v3_results/V3-E__B_variance_matched-03__seed_99,planned,279,27
V3-E__B_variance_matched-04__seed_99,V3-E3-RANDOM,E__B_variance_matched-04,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-04,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-04__seed_99.yaml,98e5d3faf58d2814b338250ee372dd58a7b3f514fbd0ba33d40ed9eb0bb2b57f,E3.3,experiments/v3_results/V3-E__B_variance_matched-04__seed_99,planned,280,28
V3-E__B_variance_matched-05__seed_99,V3-E3-RANDOM,E__B_variance_matched-05,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-05,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-05__seed_99.yaml,9f04a10901ad3f73b31d4d9b29893fb43cae77aaae62285aafa51765a5ac758e,E3.3,experiments/v3_results/V3-E__B_variance_matched-05__seed_99,planned,281,29
V3-E__B_variance_matched-06__seed_99,V3-E3-RANDOM,E__B_variance_matched-06,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-06,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-06__seed_99.yaml,19545a65e2ada5b9c96b454c39db178355bad17c03f80891f131dc566d654727,E3.3,experiments/v3_results/V3-E__B_variance_matched-06__seed_99,planned,282,30
V3-E__B_variance_matched-07__seed_99,V3-E3-RANDOM,E__B_variance_matched-07,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-07,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-07__seed_99.yaml,89946b9678de07cdef921c6b0f47448b3de0be4af614f9ffb87b2d62a4e127b0,E3.3,experiments/v3_results/V3-E__B_variance_matched-07__seed_99,planned,283,31
V3-E__B_variance_matched-08__seed_99,V3-E3-RANDOM,E__B_variance_matched-08,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-08,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-08__seed_99.yaml,92e2d05eed0cd0aaf8d42979039fba6f049b9b132fb98bf81c0abf6e91eb1e55,E3.3,experiments/v3_results/V3-E__B_variance_matched-08__seed_99,planned,284,32
V3-E__B_variance_matched-09__seed_99,V3-E3-RANDOM,E__B_variance_matched-09,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-09,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-09__seed_99.yaml,23e3073e8c50de0046579bfbbb835d22c16133d872cc685677a8729785916bc9,E3.3,experiments/v3_results/V3-E__B_variance_matched-09__seed_99,planned,285,33
V3-E__B_variance_matched-10__seed_99,V3-E3-RANDOM,E__B_variance_matched-10,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-10,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-10__seed_99.yaml,18b27cb5e4af46c04150e14dd13d89c0b551829806ae710011b0002820798110,E3.3,experiments/v3_results/V3-E__B_variance_matched-10__seed_99,planned,286,34
V3-E__B_variance_matched-11__seed_99,V3-E3-RANDOM,E__B_variance_matched-11,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-11,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-11__seed_99.yaml,8ee2e49448e0a1a648920b7ffd2b096d8bd817ee25d96c3e47bdfbda3669baf4,E3.3,experiments/v3_results/V3-E__B_variance_matched-11__seed_99,planned,287,35
V3-E__B_variance_matched-12__seed_99,V3-E3-RANDOM,E__B_variance_matched-12,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-12,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-12__seed_99.yaml,085f36c980795c9c9b7967baf1c6ec9f543edbaad3d8519d073cbe89b7cdf4e6,E3.3,experiments/v3_results/V3-E__B_variance_matched-12__seed_99,planned,288,36
V3-E__B_variance_matched-13__seed_99,V3-E3-RANDOM,E__B_variance_matched-13,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-13,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-13__seed_99.yaml,897fa63779b33c19222b48d938a3374967dee177f33f4208b80d375d39b4cb16,E3.3,experiments/v3_results/V3-E__B_variance_matched-13__seed_99,planned,289,37
V3-E__B_variance_matched-14__seed_99,V3-E3-RANDOM,E__B_variance_matched-14,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-14,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-14__seed_99.yaml,9b268d2ba0251c49d2267e8a563667ab90225f78116dbcf538da58105d987dea,E3.3,experiments/v3_results/V3-E__B_variance_matched-14__seed_99,planned,290,38
V3-E__B_variance_matched-15__seed_99,V3-E3-RANDOM,E__B_variance_matched-15,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-15,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-15__seed_99.yaml,0e27fbc9603f3367ccc2b4b51d91f034426e384869dde3c5d75567bd8e7a5ded,E3.3,experiments/v3_results/V3-E__B_variance_matched-15__seed_99,planned,291,39
V3-E__B_variance_matched-16__seed_99,V3-E3-RANDOM,E__B_variance_matched-16,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-16,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-16__seed_99.yaml,fb4c88f63590db301d0c11b6364550130aebba6c18aa9b2d11c7ec288fc7f5a8,E3.3,experiments/v3_results/V3-E__B_variance_matched-16__seed_99,planned,292,40
V3-E__B_variance_matched-17__seed_99,V3-E3-RANDOM,E__B_variance_matched-17,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-17,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-17__seed_99.yaml,1d63787efa70304b15d486bceb30fe57e48ee610f516afef229a79c6d788ef28,E3.3,experiments/v3_results/V3-E__B_variance_matched-17__seed_99,planned,293,41
V3-E__B_variance_matched-18__seed_99,V3-E3-RANDOM,E__B_variance_matched-18,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-18,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-18__seed_99.yaml,39f52d73d98a32d671a85302a45cd66a604676bc3c539eaf2dcf2ed3d250e97a,E3.3,experiments/v3_results/V3-E__B_variance_matched-18__seed_99,planned,294,42
V3-E__B_variance_matched-19__seed_99,V3-E3-RANDOM,E__B_variance_matched-19,dual_branch,random_feature_coral,supervised_update,99,B_variance_matched-19,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-19__seed_99.yaml,b5b00d7c3fd343c3b1e9b1ccd3372d0ff1469aa16d4a6c81417dea83d0dc5700,E3.3,experiments/v3_results/V3-E__B_variance_matched-19__seed_99,planned,295,43
V3-E__C_group_size_matched-01__seed_99,V3-E3-RANDOM,E__C_group_size_matched-01,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-01,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-01__seed_99.yaml,0c6598573a5c5a16f34e03fa1e59c8d9487a0b315212127db9c5119577f32c99,E3.3,experiments/v3_results/V3-E__C_group_size_matched-01__seed_99,planned,296,44
V3-E__C_group_size_matched-02__seed_99,V3-E3-RANDOM,E__C_group_size_matched-02,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-02,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-02__seed_99.yaml,d511cfda07e7f78752a72e614aac83de03850e77b28ea9e874f6270b6bb71894,E3.3,experiments/v3_results/V3-E__C_group_size_matched-02__seed_99,planned,297,45
V3-E__C_group_size_matched-03__seed_99,V3-E3-RANDOM,E__C_group_size_matched-03,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-03,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-03__seed_99.yaml,34a311ee503c4440160cb57b227d5f7029ec42eda79abd3cff92930b93433ab6,E3.3,experiments/v3_results/V3-E__C_group_size_matched-03__seed_99,planned,298,46
V3-E__C_group_size_matched-04__seed_99,V3-E3-RANDOM,E__C_group_size_matched-04,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-04,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-04__seed_99.yaml,e4aba0490192b0bd65fba615acfbbce14993e818b7f3fbc9118e84c53a162f9b,E3.3,experiments/v3_results/V3-E__C_group_size_matched-04__seed_99,planned,299,47
V3-E__C_group_size_matched-05__seed_99,V3-E3-RANDOM,E__C_group_size_matched-05,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-05,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-05__seed_99.yaml,139dcdc0bfe9dfd75cb1e73f0ac943814bbd93c4a8610d511028194ee04c3b48,E3.3,experiments/v3_results/V3-E__C_group_size_matched-05__seed_99,planned,300,48
V3-E__C_group_size_matched-06__seed_99,V3-E3-RANDOM,E__C_group_size_matched-06,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-06,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-06__seed_99.yaml,67de56c6fc6ce6e3a3d444fe2fb5ef8491a8773d9de7253d0035b76b3226a6bf,E3.3,experiments/v3_results/V3-E__C_group_size_matched-06__seed_99,planned,301,49
V3-E__C_group_size_matched-07__seed_99,V3-E3-RANDOM,E__C_group_size_matched-07,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-07,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-07__seed_99.yaml,50160c62a0ee40c538b7558e0f3b788d5b5826cd4460e858942c44c3f12d943c,E3.3,experiments/v3_results/V3-E__C_group_size_matched-07__seed_99,planned,302,50
V3-E__C_group_size_matched-08__seed_99,V3-E3-RANDOM,E__C_group_size_matched-08,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-08,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-08__seed_99.yaml,72cf0f725bbadb8a30eae98206b17374efc6f02ab7ac0ecf98773d4c2d9c4bde,E3.3,experiments/v3_results/V3-E__C_group_size_matched-08__seed_99,planned,303,51
V3-E__C_group_size_matched-09__seed_99,V3-E3-RANDOM,E__C_group_size_matched-09,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-09,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-09__seed_99.yaml,4d64be0cc32d1c1b2063385bc53cb30d63df088594d0f2707f4918b28b5f68a7,E3.3,experiments/v3_results/V3-E__C_group_size_matched-09__seed_99,planned,304,52
V3-E__C_group_size_matched-10__seed_99,V3-E3-RANDOM,E__C_group_size_matched-10,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-10,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-10__seed_99.yaml,7a91c36f1e2e8bd49a43e9b5ca060491f3f7a974b4eabbbbb99ed3e13c951cad,E3.3,experiments/v3_results/V3-E__C_group_size_matched-10__seed_99,planned,305,53
V3-E__C_group_size_matched-11__seed_99,V3-E3-RANDOM,E__C_group_size_matched-11,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-11,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-11__seed_99.yaml,89f21797e649d5f9f8251a517b857c8807d6c793b83ff9c62739e450b8a9fa58,E3.3,experiments/v3_results/V3-E__C_group_size_matched-11__seed_99,planned,306,54
V3-E__C_group_size_matched-12__seed_99,V3-E3-RANDOM,E__C_group_size_matched-12,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-12,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-12__seed_99.yaml,422e0801f20bc58928d4c68431fd1066843e10a3a4a74d3549f1d30323b116a9,E3.3,experiments/v3_results/V3-E__C_group_size_matched-12__seed_99,planned,307,55
V3-E__C_group_size_matched-13__seed_99,V3-E3-RANDOM,E__C_group_size_matched-13,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-13,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-13__seed_99.yaml,523d010552e144dd61831151b31d72fcb1840bbcfd307a1cfe36ca3a4ab2e529,E3.3,experiments/v3_results/V3-E__C_group_size_matched-13__seed_99,planned,308,56
V3-E__C_group_size_matched-14__seed_99,V3-E3-RANDOM,E__C_group_size_matched-14,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-14,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-14__seed_99.yaml,6574b5749eb958b660bd8d14d59371852956377fd2afe9fcce84053f6c1dd186,E3.3,experiments/v3_results/V3-E__C_group_size_matched-14__seed_99,planned,309,57
V3-E__C_group_size_matched-15__seed_99,V3-E3-RANDOM,E__C_group_size_matched-15,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-15,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-15__seed_99.yaml,2cf01bea1614a633f42cfe9fed07d3ba371afc66d15274af5f25c6c54ae108c3,E3.3,experiments/v3_results/V3-E__C_group_size_matched-15__seed_99,planned,310,58
V3-E__C_group_size_matched-16__seed_99,V3-E3-RANDOM,E__C_group_size_matched-16,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-16,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-16__seed_99.yaml,f178f3c60be8465f28fed975191d207a5f21f3032c7eae32e94f0f6a7ea97567,E3.3,experiments/v3_results/V3-E__C_group_size_matched-16__seed_99,planned,311,59
V3-E__C_group_size_matched-17__seed_99,V3-E3-RANDOM,E__C_group_size_matched-17,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-17,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-17__seed_99.yaml,b23358eedb3df7c53f14ecce2c8a8ced732cb6e9658d0139002017d8e805decd,E3.3,experiments/v3_results/V3-E__C_group_size_matched-17__seed_99,planned,312,60
V3-E__C_group_size_matched-18__seed_99,V3-E3-RANDOM,E__C_group_size_matched-18,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-18,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-18__seed_99.yaml,0d6aa853bbb2ddffaecce0d6c22093ba3630abd8a2a544a99ffb176c9f55b2cd,E3.3,experiments/v3_results/V3-E__C_group_size_matched-18__seed_99,planned,313,61
V3-E__C_group_size_matched-19__seed_99,V3-E3-RANDOM,E__C_group_size_matched-19,dual_branch,random_feature_coral,supervised_update,99,C_group_size_matched-19,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-19__seed_99.yaml,b242af6109736bbfcd3f5ee01a6645c470fe702812fd2cd5da96be694f1de858,E3.3,experiments/v3_results/V3-E__C_group_size_matched-19__seed_99,planned,314,62
V3-E__D_clinical_type_matched-01__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-01,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-01,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-01__seed_99.yaml,9528238c9bf78d22037386edc7c590ae9974e3240656f35e3e7c207985dfccb1,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-01__seed_99,planned,315,63
V3-E__D_clinical_type_matched-02__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-02,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-02,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-02__seed_99.yaml,bee34a00b1f6d579ea39e52a3634791f267e3ed0db61c58928dbb5bb1794e68b,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-02__seed_99,planned,316,64
V3-E__D_clinical_type_matched-03__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-03,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-03,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-03__seed_99.yaml,63d4a93f63510a680bf283a620b4005a16a6daca7b5ed82a0c4ae21ef2d69758,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-03__seed_99,planned,317,65
V3-E__D_clinical_type_matched-04__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-04,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-04,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-04__seed_99.yaml,1021d2e078732f369a41be0147657a269b1b05de5f0ef824b91969d3de9b589e,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-04__seed_99,planned,318,66
V3-E__D_clinical_type_matched-05__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-05,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-05,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-05__seed_99.yaml,3c78b89d125b1cf147257562645aab2838405b2f40fe19456b95f63487340040,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-05__seed_99,planned,319,67
V3-E__D_clinical_type_matched-06__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-06,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-06,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-06__seed_99.yaml,3e28e0d593114b935e1bcda5180e81c75c1eef1aad28b73661f66c8a42f8c6c7,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-06__seed_99,planned,320,68
V3-E__D_clinical_type_matched-07__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-07,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-07,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-07__seed_99.yaml,903ecd78404d821450c3884097ba47c72e849c8a05df723d8ea63f2828a33e98,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-07__seed_99,planned,321,69
V3-E__D_clinical_type_matched-08__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-08,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-08,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-08__seed_99.yaml,cfb9f5b076e9af161bc07c629b64dac15682205f5e3fc54fb9ccbaf02273b36d,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-08__seed_99,planned,322,70
V3-E__D_clinical_type_matched-09__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-09,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-09,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-09__seed_99.yaml,1af4b9c0b3a75dcd7b14632e6cba9dd6acb1ea02bebc1ca4ddfbc6698cdb2d79,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-09__seed_99,planned,323,71
V3-E__D_clinical_type_matched-10__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-10,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-10,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-10__seed_99.yaml,719e73f1d53613afc4d6f79bce2fa05beff3e68ed4adc0129cecefd58810f5d4,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-10__seed_99,planned,324,72
V3-E__D_clinical_type_matched-11__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-11,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-11,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-11__seed_99.yaml,6d56da872c5db55d7a00fa736a9605d30631d13542de2ef28efa7f77dfbade39,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-11__seed_99,planned,325,73
V3-E__D_clinical_type_matched-12__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-12,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-12,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-12__seed_99.yaml,df830636b7f3992f2bf8e113c719d405a80d23ce1de8b23d5851bdf3e0b55701,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-12__seed_99,planned,326,74
V3-E__D_clinical_type_matched-13__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-13,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-13,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-13__seed_99.yaml,8e4f407a4d04828de44d5f452d311166eef330558f5ac88883276f0ee0889e39,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-13__seed_99,planned,327,75
V3-E__D_clinical_type_matched-14__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-14,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-14,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-14__seed_99.yaml,e52ee8472e4ae05aad6d458ef6a514deeb86f5dc9c37db508f69c8f5e37cf020,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-14__seed_99,planned,328,76
V3-E__D_clinical_type_matched-15__seed_99,V3-E3-RANDOM,E__D_clinical_type_matched-15,dual_branch,random_feature_coral,supervised_update,99,D_clinical_type_matched-15,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-15__seed_99.yaml,ea8bcc1a5021a6621689c2a8dc5dd194dc8d246265ebe13972aa4518c7eaa266,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-15__seed_99,planned,329,77
